,account_value,date,daily_return,datadate
95,991009.7488806898,2023-11-24,0.002209171701784,2021-03-19
96,989732.222565348,2023-11-27,-0.001289115790016,2021-03-22
97,990820.8508548186,2023-11-28,0.001099922044216,2021-03-23
98,994733.914617346,2023-11-29,0.0039493151149891,2021-03-24
99,1011955.2074020026,2023-11-30,0.0173124616860793,2021-03-25
100,1028332.2121787666,2023-12-01,0.0161835273507893,2021-03-26
101,1027470.2871796248,2023-12-04,-0.0008381775742641,2021-03-29
102,1024535.9443221382,2023-12-05,-0.0028558907192746,2021-03-30
103,1023597.01120373,2023-12-06,-0.0009164472204334,2021-03-31
104,1023911.3114070497,2023-12-07,0.0003070546317343,2021-04-01
105,1024440.5181754668,2023-12-08,0.0005168482489856,2021-04-05
106,1034730.7338051056,2023-12-11,0.0100447175283202,2021-04-06
107,1040451.4504509452,2023-12-12,0.0055287008097288,2021-04-07
108,1059636.708336573,2023-12-13,0.0184393590660214,2021-04-08
109,1058607.669828669,2023-12-14,-0.0009711238765213,2021-04-09
110,1060154.1876593994,2023-12-15,0.0014608980029218,2021-04-12
111,1056216.5041200318,2023-12-18,-0.0037142555160406,2021-04-13
112,1064472.9919110856,2023-12-19,0.0078170410695603,2021-04-14
113,1052098.3877097075,2023-12-20,-0.0116250992701667,2021-04-15
114,1061826.3890972731,2023-12-21,0.0092462848543493,2021-04-16
115,1060980.7029035783,2023-12-22,-0.0007964448824954,2021-04-19
116,1063043.5348612885,2023-12-26,0.0019442690635793,2021-04-20
117,1067303.1619266304,2023-12-27,0.0040070109319632,2021-04-21
118,1070562.1495157266,2023-12-28,0.0030534788102878,2021-04-22
119,1069802.597075785,2023-12-29,-0.0007094893465877,2021-04-23
120,1081848.9459542031,2024-01-02,0.0112603473868411,2021-04-26
121,1077792.6746330666,2024-01-03,-0.0037493878755493,2021-04-27
122,1081734.8981436903,2024-01-04,0.00365768259834,2021-04-28
123,1083700.3034237504,2024-01-05,0.0018169010572115,2021-04-29
124,1094987.4122572313,2024-01-08,0.0104153415827432,2021-04-30
125,1083727.7771428972,2024-01-09,-0.0102828900024734,2021-05-03
126,1083233.629086867,2024-01-10,,2021-05-04
127,1079099.1030182978,2024-01-11,-0.0038168368831518,2021-05-05
128,1084979.4621374002,2024-01-12,0.005449322590163,2021-05-06
129,1072598.4346535136,2024-01-16,-0.0114113012420493,2021-05-07
130,1072536.1398445077,2024-01-17,-5.807840753191407e-05,2021-05-10
131,1077507.3644948069,2024-01-18,0.0046350183137138,2021-05-11
132,1091512.5067792002,2024-01-19,0.0129977230280553,2021-05-12
133,1097944.914421565,2024-01-22,0.0058931140068609,2021-05-13
134,1098490.7581944529,2024-01-23,0.0004971504177655,2021-05-14
135,1087504.4312748972,2024-01-24,-0.0100012920797016,2021-05-17
136,1106862.327194697,2024-01-25,0.0178002915327033,2021-05-18
137,1110277.1066403452,2024-01-26,0.0030850986267667,2021-05-19
138,1115932.8829503122,2024-01-29,0.0050940222725848,2021-05-20
139,1119715.1350026194,2024-01-30,0.0033893185782889,2021-05-21
140,1110988.771889216,2024-01-31,-0.0077933778338924,2021-05-24
141,1136278.5725026194,2024-02-01,0.0227633269149951,2021-05-25
142,1132348.076210505,2024-02-02,-0.00345909567181,2021-05-26
143,1128235.45455218,2024-02-05,-0.0036319412243701,2021-05-27
144,1117748.0491871897,2024-02-06,-0.0092954048932568,2021-05-28
145,1075035.2496151987,2024-02-07,-0.0382132624638004,2021-06-01
146,1073418.345341212,2024-02-08,-0.0015040476808231,2021-06-02
147,1066944.0047459663,2024-02-09,-0.0060315166247576,2021-06-03
148,1075123.3837246958,2024-02-12,0.0076661745530655,2021-06-04
149,1060276.8397145334,2024-02-13,-0.0138091536607896,2021-06-07
150,1061984.8470883432,2024-02-14,0.0016109069913001,2021-06-08
151,1068973.8874669138,2024-02-15,0.0065811112067488,2021-06-09
152,1054378.7199978891,2024-02-16,-0.0136534368520544,2021-06-10
153,1052453.0249676767,2024-02-20,-0.0018263788842554,2021-06-11
154,1052009.1681790417,2024-02-21,-0.0004217354866254,2021-06-14
155,1061627.618740565,2024-02-22,0.0091429341610893,2021-06-15
156,1070812.5476002756,2024-02-23,0.0086517425673298,2021-06-16
157,1063317.2122845713,2024-02-26,-0.0069996707943903,2021-06-17
158,1047077.5892987314,2024-02-27,-0.0152726042597848,2021-06-18
159,1044037.99071551,2024-02-28,-0.0029029353834773,2021-06-21
160,1038137.2287106576,2024-02-29,-0.0056518652169049,2021-06-22
161,1053487.3429379526,2024-03-01,0.0147862091858119,2021-06-23
162,1049982.2421040598,2024-03-04,-0.0033271409071872,2021-06-24
163,1038039.1924634044,2024-03-05,-0.0113745253602792,2021-06-25
164,1040856.3824582164,2024-03-06,0.002713953399126,2021-06-28
165,1033040.6666112008,2024-03-07,-0.0075089282044433,2021-06-29
166,1036346.8220105234,2024-03-08,0.0032004116644972,2021-06-30
167,1040230.2539639536,2024-03-11,0.0037472319796343,2021-07-01
168,1045719.1338887278,2024-03-12,0.0052766009293212,2021-07-02
169,1044389.7684979502,2024-03-13,-0.0012712451629665,2021-07-06
170,1030684.9230809276,2024-03-14,-0.0131223474515008,2021-07-07
171,1022611.1337628427,2024-03-15,-0.0078334213854128,2021-07-08
172,1029448.7351117196,2024-03-18,0.0066864139486892,2021-07-09
173,1034902.2416577402,2024-03-19,0.0052975018182217,2021-07-12
174,1042576.7336278023,2024-03-20,0.0074156685154811,2021-07-13
175,1048897.8364720407,2024-03-21,0.0060629617373515,2021-07-14
176,1041878.6592145028,2024-03-22,-0.0066919551299169,2021-07-15
177,1049291.1769490305,2024-03-25,0.0071145691189375,2021-07-16
178,1050833.5505757397,2024-03-26,0.0014699195615022,2021-07-19
179,1066575.2653279367,2024-03-27,0.0149802171272248,2021-07-20
180,1061978.8045735422,2024-03-28,-0.0043095512373252,2021-07-21
181,1055205.537109858,2024-04-01,-0.0063779685945841,2021-07-22
182,1037485.835838801,2024-04-02,-0.0167926537986051,2021-07-23
183,1033779.1526799264,2024-04-03,-0.0035727554351406,2021-07-26
184,1014074.2086300912,2024-04-04,-0.0190610770189676,2021-07-27
185,1021672.6543469492,2024-04-05,0.007492987842697,2021-07-28
186,1020970.9360241952,2024-04-08,-0.0006868328321877,2021-07-29
187,1023567.9684681956,2024-04-09,0.002543688906673,2021-07-30
188,1009121.154488093,2024-04-10,-0.014114171628214,2021-08-02
