date,a2c,ddpg,ppo,mean var,dji,ensemble
2024-01-16,1174086.0678216764,1145664.3444458926,1160826.0949169563,1170356.2455890295,1001328.5417593949,1072598.4346535136
2024-01-17,1171309.6319913962,1142070.0480362857,1148886.886676863,1166992.7557497225,1002494.141471612,1072536.1398445077
2024-01-18,1186277.8040190602,1144227.3861939395,1155686.7064911865,1178638.1138082787,1011850.5738851466,1077507.3644948069
2024-01-19,1197493.0289232733,1155975.980619141,1170657.629683722,1184023.1210585139,1012240.8904521194,1091512.5067792002
2024-01-22,1199002.7545780737,1160727.9569336856,1174787.887168158,1188778.2144487342,1002338.9917992816,1097944.914421565
2024-01-23,1196188.515045603,1157872.0507752383,1178853.9648982263,1194537.420409798,994868.5467069715,1098490.7581944529
2024-01-24,1191325.8383612426,1152919.2402665103,1175125.4434086632,1194294.2034460055,986326.7082252238,1087504.4312748972
2024-01-25,1197508.909180792,1164359.8364426577,1191144.7097367654,1194340.1877610162,980643.7408795777,1106862.327194697
2024-01-26,1199481.3494388182,1174645.9392640078,1189691.9064835915,1195418.0801077601,986746.4497300524,1110277.1066403452
2024-01-29,1204956.4915243322,1181290.136415192,1197800.9190589928,1203135.4033493295,983606.8204912476,1115932.8829503122
2024-01-30,1201400.3021547948,1187040.7365509951,1204330.9885327935,1199715.9398288303,976114.8591400312,1119715.1350026194
2024-01-31,1194010.0814018766,1174801.6378075564,1190384.0470698113,1185452.6285690241,965196.4626339925,1110988.771889216
2024-02-01,1214898.4706778203,1187939.3115860904,1209330.5355359826,1202533.6033373142,980421.9489566882,1136278.5725026194
2024-02-02,1216762.9588522587,1192715.2587754214,1215733.4005219787,1213312.6815562926,984111.2313824755,1132348.076210505
2024-02-05,1207988.5891241704,1184986.493520447,1213043.4859827943,1205194.2242304652,990712.3033108638,1128235.45455218
2024-02-06,1209918.665288416,1188887.9778305972,1215227.9971131042,1211304.046153398,1007519.6417275391,1117748.0491871897
2024-02-07,1207822.4051794682,1194693.379735657,1213363.3443649316,1223877.4087086453,1014136.6473179285,1075035.2496151987
2024-02-08,1209697.363836176,1198147.2817627871,1214235.2989367547,1223226.9097736485,1015165.0081895534,1073418.345341212
2024-02-09,1210354.9081133672,1198216.6167237246,1209351.3776902184,1226597.419753032,1016854.4415780652,1066944.0047459663
2024-02-12,1211046.5759371587,1201947.5544411624,1221719.3890007958,1221899.3896018427,1015653.6017228826,1075123.3837246958
