account_value,date,daily_return
1375415.4908675803,2024-01-05,
1383173.3309363974,2024-01-08,0.005640361127475568
1379744.8684366797,2024-01-09,-0.002478693322836567
1388265.4569255256,2024-01-10,0.006175481194940158
1388769.0919748952,2024-01-11,0.00036278007700696335
1389571.8638965262,2024-01-12,0.0005780456421948799
1379029.9702273977,2024-01-16,-0.007586432874056359
1372514.1966640127,2024-01-17,-0.0047248962706086806
1384109.9595691336,2024-01-18,0.008448555893487475
1401122.8699924124,2024-01-19,0.012291588761181194
1402999.8244983328,2024-01-22,0.0013396073578690881
1408072.9265605581,2024-01-23,0.003615896433942334
1408422.897668041,2024-01-24,0.00024854615189418006
1419214.2165385855,2024-01-25,0.007661987666070846
1421650.4579097403,2024-01-26,0.0017166128571461936
1435376.7269336355,2024-01-29,0.009655164493863833
1439129.4053508413,2024-01-30,0.002614420553705532
1421644.7601215017,2024-01-31,-0.012149460058511585
1445194.3856021536,2024-02-01,0.016565056293415426
1454391.5576678885,2024-02-02,0.006363968859388169
1445809.1008388174,2024-02-05,-0.0059010634267109285
1449574.9919253958,2024-02-06,0.0026046945508875208
1456898.2517978323,2024-02-07,0.005052004838127955
1458380.0793429983,2024-02-08,0.001017111210983579
1457134.5387241018,2024-02-09,-0.0008540576195045224
1458480.006440319,2024-02-12,0.0009233654686375825
1436409.0618869436,2024-02-13,-0.015132839981292112
1446648.6805240286,2024-02-14,0.007128622972925047
1456472.4774486197,2024-02-15,0.006790727463306778
1448808.021054424,2024-02-16,-0.005262342071593262
1440058.3729488028,2024-02-20,-0.006039204627852235
1444060.4827586783,2024-02-21,0.0027791302665602924
1463992.1354686392,2024-02-22,0.013802505468388793
1466931.5018550528,2024-02-23,0.002007774710806487
1464474.7941180838,2024-02-26,-0.001674725598204363
1463466.1376544607,2024-02-27,-0.0006887496238748847
1467733.257798351,2024-02-28,0.002915762814115652
1472914.8542911184,2024-02-29,0.003530339361894619
1478048.0248386038,2024-03-01,0.00348504228369384
1472665.3174106253,2024-03-04,-0.0036417676134483656
1451735.5771381033,2024-03-05,-0.014212149919659023
1453797.568875469,2024-03-06,0.001420363163814331
1461917.1395694388,2024-03-07,0.005585076538716649
1460480.613633312,2024-03-08,-0.0009826315714102085
1458668.823891796,2024-03-11,-0.0012405435064344328
1468563.948826946,2024-03-12,0.006783667939614713
1466400.0047465933,2024-03-13,-0.0014735102833494107
1468597.7979137076,2024-03-14,0.001498767839607451
1458347.8456851614,2024-03-15,-0.006979414134426265
1464577.8385249746,2024-03-18,0.004271952578560834
1475091.268284954,2024-03-19,0.007178471149452692
1489718.415776409,2024-03-20,0.009916096587339718
1502033.7545329703,2024-03-21,0.008266890323795018
1486609.6403705252,2024-03-22,-0.010268819935568607
1481590.711503185,2024-03-25,-0.003376090623285033
1478937.3250705374,2024-03-26,-0.0017909037982262177
1496444.5967532767,2024-03-27,0.011837737398306736
1497847.0223247183,2024-03-28,0.0009371717299018201
1493071.399533428,2024-04-01,-0.003188324788921615
1485901.8403445852,2024-04-02,-0.004801886360614183
1485220.7948314322,2024-04-03,-0.00045833815845808257
1463770.4945117605,2024-04-04,-0.014442499320181046
1480176.542855419,2024-04-05,0.011208074220085074
