account_rewards,date
1044.4175412597833,2021-01-04
2414.9670984880067,2021-01-05
4797.052463905187,2021-01-06
1344.5066910666646,2021-01-07
-3216.4014086150564,2021-01-08
5085.414689754485,2021-01-11
530.2326310119824,2021-01-12
-2132.928292358294,2021-01-13
-8848.077345916769,2021-01-14
4965.246957065538,2021-01-15
11196.685785186826,2021-01-19
1099.336738319369,2021-01-20
-2885.656839179923,2021-01-21
586.9004920386942,2021-01-22
1709.4446060027694,2021-01-25
-12957.977093219757,2021-01-26
12524.834563247743,2021-01-27
-24321.652513080626,2021-01-28
9420.401510913856,2021-01-29
18177.768006286584,2021-02-01
-2280.2569672202226,2021-02-02
9199.35297574231,2021-02-03
3833.9885785065126,2021-02-04
16929.685230686213,2021-02-05
-3178.780584823573,2021-02-08
4079.8716823731083,2021-02-09
790.1260364721529,2021-02-10
-893.585703517776,2021-02-11
-2681.7275591812795,2021-02-12
509.89349126443267,2021-02-16
-3356.7832334061386,2021-02-17
2878.036954444833,2021-02-18
11084.93160572066,2021-02-19
8501.079444149043,2021-02-22
12570.28327204124,2021-02-23
-18412.197890449548,2021-02-24
-10183.591587997507,2021-02-25
18294.786448757164,2021-02-26
-5423.805630157469,2021-03-01
-4133.0426148145925,2021-03-02
-11820.06968772132,2021-03-03
27465.991836147383,2021-03-04
13429.671638267348,2021-03-05
-4619.900646125665,2021-03-08
9752.529685298912,2021-03-09
4204.078152202535,2021-03-10
10812.018610611092,2021-03-11
4737.505090572406,2021-03-12
-7778.251746303635,2021-03-15
6845.7301802330185,2021-03-16
6485.09986796556,2021-03-17
-3766.602177482564,2021-03-18
5656.77041942603,2021-03-19
-12681.369192573475,2021-03-22
4232.263872085605,2021-03-23
7030.358711734647,2021-03-24
20036.846697601257,2021-03-25
1811.2545934831724,2021-03-26
-5898.9428328324575,2021-03-29
-5463.950640594354,2021-03-30
934.0907226866111,2021-03-31
11325.943216972519,2021-04-01
