date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-10-04,0,100,0,0,1,16,100,0,0,0,0,-100,0,0,0,0,100,-100,0,0,-100,0,-100,-100,100,100,100,0,0
2021-10-05,0,88,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,100,-100,0,0,-100,0,-6,-100,100,100,100,0,0
2021-10-06,0,88,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,100,-100,0,0,-100,0,0,-100,100,100,100,0,0
2021-10-07,38,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,100,-100,0,0,-24,0,0,-22,100,0,100,0,0
2021-10-08,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,3,-100,0,0,0,0,0,0,99,0,100,0,0
2021-10-11,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,46,-100,0,0,0,0,0,0,100,-11,100,0,0
2021-10-12,25,0,0,0,0,0,1,0,0,0,0,-36,0,0,0,0,100,-100,0,0,0,0,0,0,100,-99,100,0,0
2021-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-100,0,0,0,0,0,0,100,-99,100,0,0
2021-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-100,0,0,0,0,0,0,99,-99,100,0,0
2021-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-21,0,0,0,0,0,0,55,-100,100,0,0
2021-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,-100,100,0,0
2021-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,44,-100,100,0,0
2021-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,42,-100,100,0,0
2021-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,-100,100,0,0
2021-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,41,-100,100,0,0
2021-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,42,-100,100,0,0
2021-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,41,-100,100,0,0
2021-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,37,-100,100,0,0
2021-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36,-100,100,0,0
2021-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36,-100,100,0,0
2021-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,-100,100,0,0
2021-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,36,-100,100,0,0
2021-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,35,-100,100,0,0
2021-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,-100,100,0,0
2021-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,-100,100,0,0
2021-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,38,-100,100,0,0
2021-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,36,-100,100,0,0
