account_value,date,daily_return
1263792.910437961,2023-07-07,
1272059.762862201,2023-07-10,0.006541303053658742
1270267.157289493,2023-07-11,-0.0014092149009372612
1259203.0265880427,2023-07-12,-0.008710081684752735
1251998.3872186998,2023-07-13,-0.0057215867633869655
1279868.028215564,2023-07-14,0.022260125317554502
1276075.4301260829,2023-07-17,-0.0029632727795919633
1286337.0248033137,2023-07-18,0.008041526727159853
1290129.8836114171,2023-07-19,0.002948573146048794
1301953.9892412734,2023-07-20,0.009165050573634703
1311168.7751737856,2023-07-21,0.0070776586643297446
1311494.2579562392,2023-07-24,0.000248238662036826
1306838.5694736533,2023-07-25,-0.0035499114497390405
1307307.4298455005,2023-07-26,0.00035877451339372257
1297763.3258645472,2023-07-27,-0.007300581151046703
1304468.814839187,2023-07-28,0.005166958289696488
1309653.3322318643,2023-07-31,0.003974428007553765
1306085.078773025,2023-08-01,-0.0027245786125390525
1302600.6815753512,2023-08-02,-0.0026678179349136633
1300067.9358573183,2023-08-03,-0.0019443761652033764
1294546.3644382607,2023-08-04,-0.004247140681472583
1311794.0443566947,2023-08-07,0.013323338887069047
1307166.0028878911,2023-08-08,-0.0035280244552970963
1297902.2509105047,2023-08-09,-0.0070868978820748385
1298931.7394945903,2023-08-10,0.0007931942358243571
1308343.299211986,2023-08-11,0.007245615324680266
1312974.5870546375,2023-08-14,0.0035398108779560733
1306717.4153053411,2023-08-15,-0.004765645741348967
1302277.9726036163,2023-08-16,-0.0033974007308132936
1294435.2887425513,2023-08-17,-0.006022280976914041
1299412.1669318823,2023-08-18,0.003844825795938922
1302288.4612610678,2023-08-21,0.002213535014049306
1289668.78238746,2023-08-22,-0.009690386768371861
1310848.0905373015,2023-08-23,0.016422284883591542
1295868.1940567452,2023-08-24,-0.011427637259185608
1306594.9643003477,2023-08-25,0.00827767074830521
1307964.7930007987,2023-08-28,0.0010483958211062738
1317941.5815413794,2023-08-29,0.007627719487534268
1323522.9087163997,2023-08-30,0.004234882071550317
1322837.7717281338,2023-08-31,-0.0005176616012868562
1327571.1021871257,2023-09-01,0.0035781639745653404
1312888.0109868199,2023-09-05,-0.011060116611544157
1309721.0408706737,2023-09-06,-0.0024122164949664793
1313044.7495410552,2023-09-07,0.002537722588752178
1316744.0762751326,2023-09-08,0.0028173653147545163
1319288.782248754,2023-09-11,0.0019325744611056184
1311609.1444984642,2023-09-12,-0.0058210437726907704
1308670.6689811072,2023-09-13,-0.0022403591265602874
1320338.470370771,2023-09-14,0.008915765949540244
1305877.4537442413,2023-09-15,-0.010952507217690033
1302481.5398224236,2023-09-18,-0.002600484380889556
1300964.644677648,2023-09-19,-0.001164619304303005
1305995.3596936509,2023-09-20,0.003866911400385753
1288736.019766172,2023-09-21,-0.013215468033153988
1283927.7603045516,2023-09-22,-0.003730988649244704
1280974.6108691955,2023-09-25,-0.0023000900258247636
1264998.5320012986,2023-09-26,-0.012471815391451369
1258665.585907579,2023-09-27,-0.005006287306674295
1256572.9910419555,2023-09-28,-0.0016625503144384046
1253485.1077157608,2023-09-29,-0.002457384766510251
1250524.3109035355,2023-10-02,-0.0023620518456903827
1241159.5393022934,2023-10-03,-0.0074886761653404355
1243269.6932167374,2023-10-04,0.0017001471991506811
