date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-01-04,66,100,100,100,16,26,44,38,0,36,59,100,0,0,0,23,100,0,100,34,100,0,100,0,62,38,85,0,77
2021-01-05,100,-100,-100,-72,26,100,100,-18,0,83,100,100,0,48,90,94,56,0,100,33,100,6,18,100,-13,59,26,0,-7
2021-01-06,94,48,0,-28,100,39,85,99,12,100,100,87,0,-48,80,100,100,0,19,35,32,87,71,-100,65,-4,100,23,-70
2021-01-07,88,-48,3,0,98,100,100,100,-12,17,100,100,100,0,-100,-68,8,100,79,99,25,71,-19,0,-62,47,100,-23,0
2021-01-08,80,0,-3,100,32,97,100,11,0,100,100,-93,-88,0,71,13,99,-100,26,-68,100,-100,-16,78,75,-100,100,0,82
2021-01-11,100,0,0,96,100,0,-100,100,27,100,69,-2,-12,100,100,50,-11,100,100,100,100,0,-55,91,0,79,1,0,77
2021-01-12,10,0,52,-2,-97,100,-61,-25,55,-79,-98,86,100,100,31,-83,-6,-4,96,-65,-71,-29,-99,-100,40,-26,25,33,-100
2021-01-13,100,0,100,-5,-19,100,100,100,6,100,-88,100,-100,0,-77,-18,-8,0,100,-60,0,-35,83,-13,-55,-47,-7,-33,2
2021-01-14,10,100,20,-83,-52,71,-100,-50,100,-22,-49,100,100,80,72,-7,100,5,1,-100,-92,22,-66,-56,-100,-46,-100,100,-61
2021-01-15,100,0,100,-80,100,0,100,-100,-84,0,100,100,-100,0,-35,22,-10,-61,-73,-4,100,0,0,0,0,0,-97,-100,0
2021-01-19,-83,100,-66,-26,74,-29,-100,48,100,10,-100,-86,5,54,100,34,-4,-40,-100,-4,100,-22,-17,0,-12,0,18,0,0
2021-01-20,-29,100,-43,0,100,-100,4,-100,100,0,-67,100,100,100,-100,-100,0,0,-75,0,0,0,0,0,0,0,0,0,0
2021-01-21,-78,-34,-66,0,-100,7,-34,25,100,-100,-30,65,100,100,-41,-56,61,0,-78,0,-10,0,0,0,62,4,92,0,0
2021-01-22,0,0,0,0,0,-19,-100,0,-2,0,0,0,-100,3,-18,-4,-14,0,100,0,84,100,0,0,-62,100,100,0,0
2021-01-25,-100,100,29,0,-45,-49,1,100,-100,100,-88,-16,100,71,0,0,100,0,100,0,0,-8,0,0,0,-47,-71,0,0
2021-01-26,-67,0,-22,0,-9,0,-100,0,100,-74,75,100,0,0,-100,0,-49,0,0,0,-27,0,100,0,0,-57,0,100,0
2021-01-27,-100,43,100,0,0,-16,0,-100,100,-100,0,100,100,-35,-1,100,-16,0,-100,0,0,-84,0,0,0,0,-21,1,0
2021-01-28,0,0,-36,0,100,-3,0,-100,100,-79,-74,100,74,-29,0,-23,-35,0,0,0,0,0,-14,0,0,0,0,-44,0
2021-01-29,-100,0,-100,0,-27,-91,0,-2,0,100,-22,100,100,0,5,0,0,0,1,0,0,-8,0,0,0,0,-45,100,0
2021-02-01,100,0,0,82,100,-100,1,0,100,-29,-87,0,100,0,-4,-48,100,0,0,0,-100,0,100,0,0,0,-100,-100,0
2021-02-02,-88,92,-68,-82,0,-60,3,0,100,100,0,0,100,-31,100,-29,-100,0,-100,100,-100,0,0,0,0,0,-100,0,100
2021-02-03,-43,100,0,0,-100,-25,-38,0,100,0,0,-2,0,0,16,0,100,0,-75,0,0,0,-100,0,56,0,-100,-57,-100
2021-02-04,-100,0,0,0,-24,0,1,-100,0,0,0,0,1,0,0,0,-49,0,-4,-100,13,0,-36,0,100,0,-6,0,100
2021-02-05,-60,51,0,0,100,-19,15,3,100,23,0,-25,100,100,-100,0,-100,0,-9,0,-100,0,-50,0,-17,0,28,0,-55
