account_rewards,date
-5961.434735092334,2022-04-04
-6635.013441818068,2022-04-05
2620.8917028503492,2022-04-06
-143.655531990109,2022-04-07
-20538.689647880616,2022-04-08
-6860.7596941527445,2022-04-11
15897.917724609375,2022-04-12
-8972.02261352539,2022-04-13
6585.170303344727,2022-04-14
19596.474884033203,2022-04-18
11267.159530639648,2022-04-19
-11506.451629638672,2022-04-20
-34844.23779296875,2022-04-21
13706.253448486328,2022-04-22
-32868.86543273926,2022-04-25
14319.756958007812,2022-04-26
22866.851516723633,2022-04-27
-38959.74220275879,2022-04-28
3812.467086791992,2022-04-29
57.97129821777344,2022-05-02
37076.56800842285,2022-05-03
-40284.806228637695,2022-05-04
-3248.8351135253906,2022-05-05
-25662.262237548828,2022-05-06
53.87782287597656,2022-05-09
-15029.77571105957,2022-05-10
-10508.413696289062,2022-05-11
19498.655685424805,2022-05-12
-4206.881744384766,2022-05-13
17202.74771118164,2022-05-16
-1166.0310162964743,2022-05-17
-1365.5142860417254,2022-05-18
-272.2473396300338,2022-05-19
9229.981018829625,2022-05-20
-2714.965818786761,2022-05-23
5367.273949432187,2022-05-24
12336.801618194673,2022-05-25
19993.061280822614,2022-05-26
-4306.909939575242,2022-05-27
-8150.420879455516,2022-05-31
12233.683868408203,2022-06-01
-14251.671356201172,2022-06-02
-854.2944946289062,2022-06-03
11247.445220947266,2022-06-06
-10793.032592773438,2022-06-07
-28180.770568847656,2022-06-08
-34657.92623901367,2022-06-09
-32757.610107421875,2022-06-10
1044.6305541992188,2022-06-13
14987.566650390625,2022-06-14
-34176.63723754883,2022-06-15
12955.701477050781,2022-06-16
19741.978088378906,2022-06-17
-3392.611328125,2022-06-21
8713.303497314453,2022-06-22
32137.83090209961,2022-06-23
-7124.210662841797,2022-06-24
-21733.037322998047,2022-06-27
2145.640594482422,2022-06-28
-8744.516662597656,2022-06-29
10919.577178955078,2022-06-30
1316.540283203125,2022-07-01
