date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2023-01-04,0,-100,0,0,0,-100,0,-100,1,0,0,0,0,0,0,0,-10,45,0,100,0,-90,100,0,0,100,100,0,100
2023-01-05,0,-71,0,0,0,-22,0,-100,1,0,0,0,0,1,0,0,100,91,0,100,0,-22,0,0,0,0,0,0,0
2023-01-06,0,-100,0,0,0,-100,0,0,0,0,0,0,0,-100,0,0,63,0,0,0,0,0,100,0,0,100,100,0,-21
2023-01-09,0,-100,0,0,0,-98,0,-89,0,0,0,0,0,-100,0,0,100,100,0,100,0,-100,0,72,0,100,-100,0,-79
2023-01-10,0,-100,0,0,0,-88,0,-57,0,0,0,11,0,-100,0,0,100,100,100,100,0,-4,0,0,0,0,-76,0,1
2023-01-11,0,-100,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,-26,0,100,100,0,0,10,0,0,100,0,0,1
2023-01-12,0,-100,0,0,0,-42,0,0,0,0,0,0,0,-35,0,0,55,100,-62,0,0,-100,0,-18,0,100,100,0,1
2023-01-13,0,-98,0,0,0,-100,0,0,-2,0,0,0,78,2,0,0,-1,100,-3,0,0,-100,100,0,0,-7,100,0,-3
2023-01-17,0,-100,0,0,0,-45,0,0,0,0,0,0,0,-12,0,0,0,0,66,0,0,-4,0,0,0,100,0,0,100
2023-01-18,0,-31,0,0,0,0,0,-100,27,0,0,100,0,0,0,0,-100,97,-8,0,0,-100,-100,-54,0,100,2,0,-48
2023-01-19,0,0,0,0,0,0,0,0,0,0,0,0,-8,-100,0,0,2,15,-65,-39,0,-100,100,0,0,0,100,0,100
2023-01-20,0,0,0,0,0,0,0,0,0,0,0,0,-14,-41,0,0,0,5,100,1,0,-10,-39,0,0,0,-24,0,0
2023-01-23,0,0,0,0,0,0,0,-100,0,0,0,0,-42,-10,0,0,0,77,0,100,0,-100,0,0,0,0,2,0,100
2023-01-24,0,0,0,0,0,0,0,-72,-27,0,85,0,100,-77,0,2,-30,0,0,0,0,-34,-58,0,0,-35,-13,0,0
2023-01-25,0,0,0,0,0,0,0,-100,0,0,0,100,37,1,0,-2,100,100,-100,100,0,-100,-49,0,0,-87,1,0,-76
2023-01-26,0,0,0,0,0,0,0,-23,0,0,-85,0,0,0,0,0,-63,63,-100,100,0,-36,1,0,0,100,0,0,-66
2023-01-27,0,0,0,0,0,0,0,0,0,0,0,0,-100,1,0,0,3,0,-28,0,0,0,0,0,0,85,0,0,-100
2023-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,-14,0,70
2023-01-31,0,0,0,0,0,0,0,-97,0,0,0,0,0,-100,0,0,1,3,100,100,0,0,-21,0,0,-5,-52,0,100
2023-02-01,0,0,0,0,0,0,0,-100,0,0,0,0,-35,0,0,0,4,0,-100,100,0,0,0,0,0,100,1,0,-88
2023-02-02,0,0,0,0,0,0,0,0,0,0,0,0,-16,-100,0,0,3,-12,0,0,0,0,0,0,0,49,0,0,-70
2023-02-03,0,0,0,0,0,0,0,-100,0,0,0,0,0,-36,0,0,0,0,0,0,0,0,0,0,0,80,-23,0,-8
2023-02-06,0,0,0,0,0,0,0,-18,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,38,0,0,0
2023-02-07,0,0,0,0,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,100
