date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2023-02-08,0,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,33,0,0,0,0
2023-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,100,0,0,0,0,-33,-6,100,0,-100
2023-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-90,56,0,0,0,0,0,-3,-60,0,100
2023-02-14,0,0,0,0,0,0,0,-100,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,74,-15,0,0
2023-02-15,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,100,44,0,-29,0,0,1,0,0,0,-79,0,100
2023-02-16,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71,0,0,-2
2023-02-17,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,-53,12,0,100,0,0,0,0,0,0,0,0,100
2023-02-21,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,-81,0,0,1,0,0,0,0,0,46,1,0,-100
2023-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51,0,0,0,0,0,0,0,0,15,0,0,-8
2023-02-23,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,69,1,0,-35
2023-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,-36,0,-90
2023-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-02,0,0,0,0,0,0,0,0,0,0,0,-96,0,0,0,0,0,0,0,0,0,0,74,0,0,0,100,0,100
2023-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,-4,0,-100
2023-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-36,0,27
2023-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,25,0,0,0,0,0,0,0,0,-58,0,-99
2023-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-54,0,0,17,100,0,0
2023-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-62,0,0,0,0,0,14,100,0,0
2023-03-13,0,0,0,0,0,0,0,0,0,0,0,100,0,-1,0,0,100,0,15,-3,0,0,-29,0,0,-100,0,0,-7
2023-03-14,0,0,0,0,0,0,0,0,0,0,0,-29,0,0,0,0,1,0,-15,0,0,0,0,0,0,25,-100,0,100
2023-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,-74
2023-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-3,0,0,8,-10,0,-26
2023-03-17,0,0,0,0,0,0,0,0,1,0,0,-37,0,1,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0
2023-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,16,-100,0,0
2023-03-21,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1
2023-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,-18,0,0
2023-03-24,0,0,0,0,0,0,0,0,0,0,0,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0
2023-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
2023-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1
2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31,0,0,0,0,0,0,0,0,8,1,0,0
2023-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-3,0,0
