account_value,date,daily_return
1000000.0,2022-04-04,
997164.9563531455,2022-04-05,-0.002835043646854496
994093.3489787672,2022-04-06,-0.0030803402735009033
994151.8787681313,2022-04-07,5.887755855549237e-05
992940.9002199898,2022-04-08,-0.001218102157229728
980721.163378174,2022-04-11,-0.01230661043281478
977848.9596808358,2022-04-12,-0.0029286649504376427
989236.527973076,2022-04-13,0.0116455288718178
982555.1677101518,2022-04-14,-0.006754057370499833
980153.2160224534,2022-04-18,-0.0024445972772155766
995380.1277652475,2022-04-19,0.01553523622009445
1002712.3709755593,2022-04-20,0.0073662744571501015
991373.6257305146,2022-04-21,-0.011308073554545883
969711.9872735597,2022-04-22,-0.021850125820114585
982170.1455011102,2022-04-25,0.012847276707981914
961490.2874440156,2022-04-26,-0.021055270465937026
961873.4901282198,2022-04-27,0.00039855075938710627
982405.9216742327,2022-04-28,0.021346291125328598
956099.115678734,2022-04-29,-0.026777939154383534
954525.8310027391,2022-05-02,-0.0016455246639131005
955946.9733110621,2022-05-03,0.0014888463592757084
981185.0328425333,2022-05-04,0.026401108258186756
952042.9173535426,2022-05-05,-0.029700937655525395
955700.1087173426,2022-05-06,0.0038414143912399723
937301.7093523142,2022-05-09,-0.019251226610951355
936334.1492445414,2022-05-10,-0.0010322824530443198
925581.8294411281,2022-05-11,-0.011483421609783884
922216.4363049853,2022-05-12,-0.003635975803646496
934441.0003301165,2022-05-13,0.01325563451689371
937962.7358546031,2022-05-16,0.003768815284477478
948464.9439351542,2022-05-17,0.01119682870021732
913048.0611237986,2022-05-18,-0.037341267105152065
905995.6589827694,2022-05-19,-0.007724020718415381
910558.5930013927,2022-05-20,0.00503637514527
925446.0941475033,2022-05-23,0.01634985519936527
931422.1220742877,2022-05-24,0.006457456533207839
935219.8891286548,2022-05-25,0.004077385499401176
947808.538070885,2022-05-26,0.013460630049216604
963607.4580933346,2022-05-27,0.01666889396734672
955044.690813641,2022-05-31,-0.008886157125263972
957369.3428969043,2022-06-01,0.0024340767564321464
967955.9913323139,2022-06-02,0.01105806083509564
956772.8451234363,2022-06-03,-0.011553362248923005
961678.1387485355,2022-06-06,0.0051269155997695215
969972.2978979229,2022-06-07,0.00862467265833966
960768.0175458912,2022-06-08,-0.009489219817904848
942623.4383453602,2022-06-09,-0.01888549459304245
921385.2890084195,2022-06-10,-0.022530894600097384
900961.9961598286,2022-06-13,-0.0221658551446704
893739.1866517873,2022-06-14,-0.008016774890425071
900592.5463368306,2022-06-15,0.007668187528755421
881100.7149179425,2022-06-16,-0.02164334081841035
882788.1689927717,2022-06-17,0.0019151659353564554
902400.5074845318,2022-06-21,0.022216358556478077
907788.1485620847,2022-06-22,0.005970343581223059
917026.2814689794,2022-06-23,0.01017652953668513
941056.4900172544,2022-06-24,0.02620449275432013
943545.8268900723,2022-06-27,0.0026452576431117425
932893.4576820073,2022-06-28,-0.011289721076055415
935941.9338163687,2022-06-29,0.003267764511861948
933441.1605480162,2022-06-30,-0.0026719320697122795
941398.7643371358,2022-07-01,0.008525019171479187
927702.7019453665,2022-07-05,-0.014548630092385051
