account_value,date,daily_return
937518.9899321218,2022-07-06,
944250.7419107062,2022-07-07,0.007180389998363346
944931.1800232551,2022-07-08,0.0007206116790250405
942784.2941821105,2022-07-11,-0.0022720023283513413
931027.9517085844,2022-07-12,-0.01246981154233684
919335.0051094558,2022-07-13,-0.012559178892180722
912068.4091269042,2022-07-14,-0.007904187202886326
937365.7322824637,2022-07-15,0.027736212440222285
924317.4378091361,2022-07-18,-0.013920174403597274
943068.5739898955,2022-07-19,0.0202864680614534
938627.0129440773,2022-07-20,-0.004709690438551184
942635.644836808,2022-07-21,0.0042707399610812935
938403.6244598357,2022-07-22,-0.004489561157752453
944328.9567299888,2022-07-25,0.006314268312384019
938845.6474267051,2022-07-26,-0.005806566942806901
947986.5358349158,2022-07-27,0.009736305891458352
949507.9910332839,2022-07-28,0.0016049333411978228
953618.1204570739,2022-07-29,0.004328693873673739
945705.558241677,2022-08-01,-0.008297411768564467
939898.5584878012,2022-08-02,-0.006140388732273627
948996.125069924,2022-08-03,0.009679306878350724
944558.4870467689,2022-08-04,-0.0046761392443285255
946094.0166187255,2022-08-05,0.0016256585410159285
948183.3819328429,2022-08-08,0.0022084119309671024
946176.1581385505,2022-08-09,-0.002116915179636192
955566.8854617622,2022-08-10,0.009924924912171118
948582.9763610618,2022-08-11,-0.007308655424288268
958324.2627013099,2022-08-12,0.010269303353532155
964306.1496107947,2022-08-15,0.006242028029868729
972007.6940062415,2022-08-16,0.007986617526555495
968532.0400404708,2022-08-17,-0.0035757473806049545
967643.1276655624,2022-08-18,-0.0009177934628483708
965563.9202277572,2022-08-19,-0.002148733741148323
948258.6071734016,2022-08-22,-0.017922493469177625
942069.1544227684,2022-08-23,-0.0065271780333034934
944029.152084359,2022-08-24,0.0020805241869865654
946505.4065513695,2022-08-25,0.0026230699142533176
919294.5057839134,2022-08-26,-0.028748806482363443
911388.6164330223,2022-08-29,-0.00859995279113468
907131.3813027123,2022-08-30,-0.004671152408038615
902231.0706843497,2022-08-31,-0.005401985555086086
914497.9818450287,2022-09-01,0.013596196760741641
903959.1159545258,2022-09-02,-0.011524209019292075
901361.8546478546,2022-09-06,-0.002873206609492085
911852.8829667632,2022-09-07,0.011639086194752846
917176.7879203537,2022-09-08,0.0058385569131160775
928251.908653836,2022-09-09,0.01207523007488498
919648.9688001678,2022-09-12,-0.009267893524877668
887379.8809502685,2022-09-13,-0.03508848369829587
892626.9816544616,2022-09-14,0.005913026446547454
885089.5965519875,2022-09-15,-0.008444048026090112
889122.3441426781,2022-09-16,0.004556315661601751
888661.1634328392,2022-09-19,-0.000518692070756055
879086.3388488509,2022-09-20,-0.010774437972512874
867926.1099004486,2022-09-21,-0.012695259219949295
877517.390718438,2022-09-22,0.011050803413541255
868068.904495032,2022-09-23,-0.010767292276305018
865851.1122625186,2022-09-26,-0.0025548573633144
863603.1405881298,2022-09-27,-0.0025962566110411256
877671.9849004467,2022-09-28,0.016290867472686488
869850.143389674,2022-09-29,-0.008912032792820601
858363.7242854106,2022-09-30,-0.01320505513685677
876479.8850596416,2022-10-03,0.021105459447640085
