date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2022-04-26,-53,100,-3,0,-87,100,0,0,-1,0,0,100,0,-15,0,0,0,100,-100,1,9,100,0,0,-100,0,0,-10,100
2022-04-27,0,-99,-100,-12,0,0,0,0,-35,100,0,-41,100,-68,-19,0,0,-55,100,79,0,-14,-100,100,23,0,0,64,7
2022-04-28,100,0,-17,66,0,-80,0,0,-8,-30,-77,0,-8,0,-68,0,0,0,1,-80,-32,-86,0,100,100,0,0,-64,-42
2022-04-29,100,-1,-11,0,0,0,0,0,-100,-28,100,0,-59,84,-100,0,0,-27,2,0,0,0,-100,0,39,0,0,0,0
2022-05-02,100,0,0,0,0,-20,0,100,-47,-14,-100,-60,100,-37,100,0,0,-54,0,0,-8,0,-100,100,-4,34,0,100,3
2022-05-03,100,0,-62,-66,0,-100,0,100,0,-28,56,-100,1,-47,-100,0,0,-41,100,0,-67,0,100,-53,66,76,0,100,-68
2022-05-04,-15,0,-13,0,0,100,0,100,0,12,-31,-100,2,0,0,0,0,0,-3,0,-67,0,-74,-100,100,-30,0,0,0
2022-05-05,100,0,-100,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,-9,48,0,0,0,-100,0
2022-05-06,-51,0,-51,44,0,78,0,-99,89,-12,-25,0,100,0,-82,0,1,100,-9,0,0,0,96,-69,0,-80,0,100,0
2022-05-09,0,0,-82,0,0,100,0,0,-89,0,0,0,0,0,100,0,-1,-81,0,0,52,0,-13,-59,-35,100,0,100,0
2022-05-10,-20,0,-50,-44,0,0,0,0,0,0,0,0,0,0,-11,0,0,-19,-10,2,0,0,-7,0,72,-70,100,2,0
2022-05-11,0,0,0,52,0,62,0,-23,0,0,0,0,-62,0,-36,0,0,0,0,19,-52,100,-40,100,-11,0,-100,1,0
2022-05-12,0,0,100,-52,0,-100,0,0,0,0,0,0,0,0,100,0,0,0,-20,0,0,0,0,-100,37,-30,0,-52,0
2022-05-13,-100,0,-100,0,0,100,0,-100,0,0,0,0,0,1,0,0,0,0,100,-21,0,-16,-100,2,76,0,0,0,0
2022-05-16,-65,0,0,0,0,-13,0,0,0,0,0,0,100,-1,-12,0,0,0,-36,0,0,-48,-94,0,59,0,0,-100,0
2022-05-17,0,0,0,0,0,-100,0,-23,0,0,0,0,70,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
2022-05-18,-9,0,0,0,91,-9,0,-55,1,0,100,0,-100,0,-61,0,0,0,0,0,0,-11,-1,0,-73,100,0,-22,100
2022-05-19,-100,0,0,0,-91,100,0,0,-1,0,100,0,100,100,-100,100,30,0,0,0,0,88,100,85,-93,-100,0,100,-25
2022-05-20,-100,0,100,0,0,-42,0,0,0,0,-9,0,-36,-59,0,-100,-30,0,-100,0,0,-29,-82,6,100,0,0,0,100
2022-05-23,-4,0,100,0,0,-100,0,0,1,0,0,0,100,-41,-100,0,0,0,100,0,1,-64,-50,100,3,0,0,-100,-100
2022-05-24,100,0,55,0,0,49,0,0,-1,0,-5,0,-19,0,-100,0,30,100,-44,0,-1,-4,-47,100,-100,44,0,-4,-75
2022-05-25,-18,0,7,0,0,-35,0,100,0,0,0,0,0,0,100,0,0,-46,100,0,100,-16,100,0,-100,-44,0,-100,0
2022-05-26,-46,0,0,0,100,-100,0,-100,0,0,0,0,-48,97,-100,0,100,-54,-26,72,0,0,64,-100,100,0,0,3,0
2022-05-27,-20,100,64,78,-27,96,0,0,22,0,-62,0,-100,-97,100,17,100,11,-100,-13,-57,0,-12,74,-100,0,0,43,63
2022-05-31,-86,100,0,-78,-66,100,0,100,-22,0,-100,0,0,0,100,-17,0,100,0,-19,100,0,38,0,-100,0,0,-25,100
2022-06-01,100,-100,-33,0,-7,-100,0,-22,0,0,-24,0,1,0,100,0,-100,-100,100,1,-100,0,100,100,88,0,0,100,-100
2022-06-02,-39,-100,-29,0,30,-100,0,57,0,11,0,0,17,0,-21,0,-54,-11,91,-41,-16,0,74,6,7,0,10,80,40
2022-06-03,-100,0,100,0,-30,-86,13,-76,79,-11,0,12,-100,0,50,0,-23,100,-14,0,81,100,0,100,-100,4,-10,-100,100
2022-06-06,-100,0,0,0,0,0,-13,-59,-79,0,100,0,0,100,100,0,-35,70,0,0,100,0,0,100,-100,-4,0,2,-57
2022-06-07,100,0,-11,7,0,100,0,0,56,0,-71,-12,-100,100,100,0,-18,-100,-14,12,-100,-40,-32,1,64,0,0,-85,-100
2022-06-08,-65,0,100,0,0,100,0,0,-9,0,0,100,-65,-2,1,0,100,11,-100,0,100,-3,0,0,-100,0,0,-43,100
2022-06-09,100,0,-90,57,0,-100,0,0,53,61,0,-76,100,-41,-100,0,-45,59,0,80,0,81,-41,0,-22,0,0,1,-100
2022-06-10,-12,0,-100,-64,100,-67,0,0,16,-61,39,-24,100,-100,-100,0,-55,-100,-100,-55,-100,-100,88,-87,100,1,0,-1,-4
2022-06-13,-27,0,100,0,-100,100,0,0,-100,0,100,100,-29,2,100,0,0,100,-27,-37,100,84,0,0,-100,0,0,0,100
2022-06-14,0,0,0,0,0,-100,0,0,1,0,100,-100,0,-44,-30,0,0,0,0,0,100,-100,-100,0,25,-1,0,100,-35
2022-06-15,0,0,0,0,0,-40,0,0,0,70,0,0,0,-15,-100,0,0,100,1,0,0,-22,-100,0,0,0,0,1,-100
2022-06-16,-7,0,-67,100,0,0,0,0,-17,0,-47,0,0,0,0,0,0,0,-95,0,0,0,-100,0,73,0,0,1,-7
2022-06-17,-22,0,0,-19,0,0,10,0,0,-47,0,0,-47,0,100,0,0,-95,0,0,-42,0,-100,-28,76,100,0,100,0
2022-06-21,-100,0,-100,-81,0,100,-10,0,0,0,-100,0,0,0,-100,0,0,0,55,0,-73,0,-11,100,100,100,0,-85,0
2022-06-22,0,0,-69,0,0,100,0,0,0,0,-100,0,-68,0,0,0,0,0,-100,0,0,0,0,2,68,0,0,1,100
2022-06-23,-30,0,-100,0,0,0,0,0,0,100,0,0,0,0,-100,0,0,-87,-52,100,100,0,0,22,0,-24,0,1,0
2022-06-24,0,0,0,0,0,100,0,0,1,0,-3,0,-71,0,-100,0,0,0,0,0,0,0,0,1,31,-52,0,0,100
2022-06-27,0,0,-27,100,0,0,0,0,-1,100,0,0,100,0,-100,0,0,0,0,1,-100,0,0,2,7,-40,0,-5,-100
2022-06-28,-52,0,0,-100,0,0,0,0,0,-37,100,0,1,0,-49,0,0,12,0,100,-38,0,0,-85,91,-84,0,-86,0
2022-06-29,-71,0,0,0,0,0,0,0,0,0,-57,0,0,0,-72,0,0,-8,66,0,-82,0,0,0,100,0,1,-28,100
2022-06-30,0,0,100,0,0,-100,0,0,0,0,-37,100,0,0,-52,0,0,-62,-66,0,-2,0,0,0,52,0,-1,0,0
2022-07-01,100,0,100,100,0,100,0,0,0,0,0,-100,-7,0,-10,0,0,0,0,-54,-45,61,0,0,-64,0,1,100,0
