account_rewards,date
6785.553600713611,2023-07-07
5813.871271968819,2023-07-10
-6487.693460891489,2023-07-11
-5274.910790275666,2023-07-12
22029.26850343321,2023-07-13
5572.010741552338,2023-07-14
17112.843384004664,2023-07-17
2901.3046164703555,2023-07-18
3531.1689626274165,2023-07-19
1624.111096496461,2023-07-20
8862.79232313158,2023-07-21
4148.649577770382,2023-07-24
969.1768752841745,2023-07-25
-6356.630989074707,2023-07-26
4763.663570669014,2023-07-27
8368.885122247739,2023-07-28
4583.934288024902,2023-07-31
-10615.404365463182,2023-08-01
-2351.5308113098145,2023-08-02
-9188.171669227537,2023-08-03
11612.443126586732,2023-08-04
-4040.115493774414,2023-08-07
-4328.741172149545,2023-08-08
2052.447125116363,2023-08-09
6342.635216518305,2023-08-10
2698.896219770424,2023-08-11
-13421.32155914302,2023-08-14
-4764.014464668231,2023-08-15
-12909.543884330662,2023-08-16
8055.625823974609,2023-08-17
1897.9248809814453,2023-08-18
-3506.5131842119154,2023-08-21
4874.855716781691,2023-08-22
-15008.37538410956,2023-08-23
8565.326301574707,2023-08-24
6700.051758903544,2023-08-25
8583.654678344727,2023-08-28
4841.2963943481445,2023-08-29
-6906.836982727051,2023-08-30
3803.0947303771973,2023-08-31
4733.653153648367,2023-09-01
-7516.513841686072,2023-09-05
946.3588638305664,2023-09-06
857.7223913497292,2023-09-07
-733.411699295044,2023-09-08
-2014.619711479172,2023-09-11
-927.9071777497884,2023-09-12
7120.696483612061,2023-09-13
-5386.667743682861,2023-09-14
-331.71952437004074,2023-09-15
-3353.1431545449886,2023-09-18
-1374.5935249328613,2023-09-19
-3343.3056012801826,2023-09-20
3385.0153160095215,2023-09-21
7573.777446746826,2023-09-22
-12030.859313964844,2023-09-25
668.3411674499512,2023-09-26
4257.809104919434,2023-09-27
-6840.664703369141,2023-09-28
8361.274483795278,2023-09-29
-9392.11164756585,2023-10-02
3135.372100830078,2023-10-03
