account_rewards,date
-2835.043646854465,2022-04-04
-3071.6073743783636,2022-04-05
58.52978936408181,2022-04-06
-1210.9785481414292,2022-04-07
-12219.736841815873,2022-04-08
-2872.203697338118,2022-04-11
11387.568292240147,2022-04-12
-6681.360262924223,2022-04-13
-2401.951687698369,2022-04-14
15226.911742794095,2022-04-18
7332.243210311863,2022-04-19
-11338.745245044702,2022-04-20
-21661.63845695497,2022-04-21
12458.158227550564,2022-04-22
-20679.85805709462,2022-04-25
383.2026842042105,2022-04-26
20532.43154601287,2022-04-27
-26306.805995498667,2022-04-28
-1573.284675994888,2022-04-29
1421.1423083229456,2022-05-02
25238.059531471226,2022-05-03
-29142.115488990676,2022-05-04
3657.191363799968,2022-05-05
-18398.399365028366,2022-05-06
-967.5601077728206,2022-05-09
-10752.319803413353,2022-05-10
-3365.393136142753,2022-05-11
12224.56402513117,2022-05-12
3521.735524486634,2022-05-13
10502.208080551121,2022-05-16
-35416.88281135564,2022-05-17
-7052.402141029248,2022-05-18
4562.934018623317,2022-05-19
14887.50114611059,2022-05-20
5976.027926784474,2022-05-23
3797.767054367112,2022-05-24
12588.648942230153,2022-05-25
15798.920022449573,2022-05-26
-8562.767279693624,2022-05-27
2324.6520832633832,2022-05-31
10586.64843540953,2022-06-01
-11183.146208877559,2022-06-02
4905.293625099235,2022-06-03
8294.159149387386,2022-06-06
-9204.280352031696,2022-06-07
-18144.579200531007,2022-06-08
-21238.149336940725,2022-06-09
-20423.292848590878,2022-06-10
-7222.809508041362,2022-06-13
6853.359685043339,2022-06-14
-19491.83141888806,2022-06-15
1687.4540748291183,2022-06-16
19612.338491760194,2022-06-17
5387.641077552806,2022-06-21
9238.132906894782,2022-06-22
24030.20854827494,2022-06-23
2489.3368728179485,2022-06-24
-10652.369208064978,2022-06-27
3048.47613436135,2022-06-28
-2500.7732683524955,2022-06-29
7957.603789119632,2022-06-30
-13696.062391769374,2022-07-01
