date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2023-07-14,-3,0,0,0,39,0,0,100,0,0,0,0,100,-61,100,1,-65,0,0,-100,-100,0,0,0,0,0,99,-100,-47
2023-07-17,0,0,0,-100,100,0,0,83,0,0,0,0,100,-45,-16,0,0,0,0,0,-59,0,0,0,0,0,0,3,-100
2023-07-18,100,0,0,-31,0,0,0,-5,0,0,0,0,-73,5,-100,-1,0,0,0,-10,0,-72,0,0,0,92,100,0,-67
2023-07-19,0,100,0,-89,0,0,0,43,0,0,0,0,0,1,100,0,0,0,100,0,-74,0,0,0,0,0,0,-100,-100
2023-07-20,100,-10,1,-100,100,0,100,100,0,7,0,0,-9,-91,-93,0,100,0,-20,0,-100,-25,100,0,0,0,-100,-67,-39
2023-07-21,100,0,0,-100,0,0,0,2,0,0,0,0,0,-24,-84,100,0,0,0,0,-25,0,-32,0,40,-37,100,3,0
2023-07-24,0,0,-1,-100,100,0,-62,0,100,-7,0,0,90,2,0,-100,-45,0,0,0,-72,-100,100,100,-40,100,100,-51,-63
2023-07-25,100,100,0,-64,0,0,0,80,0,0,0,0,0,0,0,0,100,0,-66,-35,0,-100,-77,-76,0,0,-77,0,0
2023-07-26,100,-48,100,-17,72,0,-23,1,0,0,0,0,0,-100,-36,0,-100,0,0,-92,-90,-3,0,100,0,0,0,3,0
2023-07-27,100,-74,-79,0,0,0,-15,45,-60,0,0,0,0,-6,0,100,0,0,-14,0,0,0,0,0,0,0,0,3,-87
2023-07-28,100,-68,0,0,1,100,0,0,100,69,0,0,0,-70,-100,0,-53,0,0,-36,-24,0,0,-100,0,-10,0,2,-100
2023-07-31,100,0,100,0,95,-100,1,100,-32,0,0,0,0,-100,-100,100,-30,0,0,1,-100,0,0,-24,0,0,-69,-37,-97
2023-08-01,-72,0,-87,0,100,0,0,100,0,-32,0,0,100,-72,-100,0,0,0,0,0,-100,0,59,0,0,100,100,-71,0
2023-08-02,0,0,-30,0,100,0,-1,100,-24,49,0,0,0,0,-100,0,0,0,0,-100,-80,1,-22,0,0,0,100,-18,0
2023-08-03,0,0,0,0,0,0,0,77,0,-60,0,0,0,-38,0,100,-100,0,0,0,-100,100,-9,0,0,100,0,1,0
2023-08-04,0,0,-4,0,0,0,0,100,0,-26,0,0,0,100,-78,0,-68,0,0,100,0,-43,-26,0,0,30,1,-47,0
2023-08-07,86,0,0,0,0,0,0,0,-84,0,0,0,0,-29,0,0,1,0,0,0,0,-58,0,0,0,0,-13,-16,0
2023-08-08,0,0,0,0,48,0,100,100,0,100,0,0,-100,0,-100,100,-100,0,0,0,-100,0,-93,0,0,0,99,-100,0
2023-08-09,0,0,0,0,0,0,-8,-9,0,100,0,0,0,-28,-100,0,-100,0,0,0,-77,0,100,0,0,0,0,49,0
2023-08-10,100,92,0,0,0,0,-68,0,0,0,0,0,0,-78,0,0,0,0,0,0,-100,0,0,0,0,1,-100,0,0
2023-08-11,0,-92,0,0,81,0,-24,0,0,0,0,0,0,-1,-79,0,0,0,0,0,-21,0,0,0,0,100,-49,-18,0
2023-08-14,100,0,0,0,0,0,0,-100,0,0,0,100,6,0,-100,0,100,0,0,-93,0,0,0,0,0,0,2,-35,0
2023-08-15,100,0,0,0,19,0,0,0,1,0,0,0,0,0,-100,-33,-21,0,0,0,0,0,0,0,0,0,0,-4,0
2023-08-16,75,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,0,0,0,0,0,0,0,0,0,0,-81,0,0
2023-08-17,-100,0,0,0,100,0,0,0,-1,0,0,0,-38,0,-23,47,-81,0,0,1,0,0,0,0,0,0,-92,0,0
2023-08-18,0,0,0,0,0,19,0,0,2,0,0,0,0,0,0,0,100,0,0,-100,0,0,-27,0,0,0,-16,0,100
2023-08-21,0,0,0,0,100,-19,0,0,0,0,0,0,0,2,-27,0,-1,0,0,-100,0,0,2,0,0,0,-95,0,-100
2023-08-22,-3,0,0,0,-73,0,0,40,0,0,0,0,0,0,-1,0,-61,0,0,-9,0,0,-75,0,0,100,100,100,0
2023-08-23,100,0,0,0,37,0,0,0,0,0,0,-19,0,0,-100,0,0,0,0,-27,0,0,0,0,0,0,-100,-100,0
2023-08-24,-100,0,0,0,100,0,0,0,0,0,0,55,0,3,-100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0
2023-08-25,-13,0,0,0,0,48,0,0,0,0,0,0,1,-5,0,-32,1,0,0,0,0,0,0,0,0,0,-100,0,0
2023-08-28,0,0,0,0,0,-48,0,100,-2,65,0,0,100,0,-100,0,0,0,0,0,0,2,0,0,0,-100,0,1,0
2023-08-29,-18,0,0,0,59,0,0,0,0,0,0,0,0,2,-52,0,-37,0,0,0,0,0,0,1,0,0,-82,-1,0
2023-08-30,0,24,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-100,0,0,0,0,-2,0,0,0,0,0,5,0
2023-08-31,0,-24,0,0,-53,0,100,0,0,0,0,0,0,0,0,-62,-87,0,0,100,0,0,100,0,0,0,100,-5,0
2023-09-01,100,0,0,0,100,0,-100,19,0,-13,0,0,-100,0,-100,-27,-37,0,0,-33,0,0,0,0,0,0,-25,0,0
2023-09-05,100,0,0,88,0,0,0,100,0,-82,0,-28,0,0,0,0,-4,0,0,-20,0,0,0,-1,0,-100,100,0,0
2023-09-06,-6,24,0,0,0,0,0,0,0,-34,0,0,100,0,-19,0,100,0,0,0,0,0,-66,0,0,0,-48,7,0
2023-09-07,-15,0,0,-17,-9,0,0,-2,0,0,0,0,1,1,0,100,-100,0,0,0,0,0,-34,0,0,23,0,0,0
2023-09-08,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,-14,0,-7,0
2023-09-11,100,0,0,-22,0,0,0,0,0,-38,0,0,0,-1,0,18,-64,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-12,-87,-24,0,0,100,0,0,61,1,0,0,0,-13,0,0,100,-78,0,0,0,0,0,0,0,0,-100,0,2,0
2023-09-13,-39,0,0,-92,-13,0,0,91,-1,-98,0,0,100,0,0,0,-100,0,0,100,0,0,0,0,0,100,100,-2,0
2023-09-14,-74,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,0,-7,0,0,0,0,0,0,2,57,0,0,5,0
2023-09-15,0,0,0,0,100,0,0,0,0,0,0,0,-100,0,0,0,-100,0,0,-44,0,0,0,-2,-57,100,24,0,0
2023-09-18,-40,0,100,0,0,0,0,48,0,0,0,0,-38,0,0,0,-100,0,0,-27,0,0,0,0,0,0,-78,-5,0
