date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2023-09-19,-12,0,-100,0,52,0,0,0,0,0,0,-32,0,0,0,100,1,0,0,-39,0,0,1,0,0,0,-32,0,0
2023-09-20,0,0,0,0,-22,0,0,0,0,0,0,0,0,1,47,0,0,0,0,1,0,0,0,0,0,0,-50,0,0
2023-09-21,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-50,0,0,0,0,0,0,0,0,14,0,100,0
2023-09-22,-77,56,0,0,0,0,0,0,0,0,0,0,0,0,-42,0,100,0,0,0,0,0,0,0,0,0,2,-21,0
2023-09-25,0,8,0,0,0,1,0,0,0,0,0,0,0,100,0,0,-21,0,0,0,0,0,0,0,0,0,-93,-79,0
2023-09-26,-100,-30,0,0,93,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-27,0,0,0,0,0,0,0,0,0,0,0,0,1,-100,0,55,-83,0,0,0,0,0,0,0,0,0,0,-1,0
2023-09-28,65,0,0,0,0,0,0,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,0,0,0,0,0,0,3,0,0
2023-10-02,-52,0,1,0,0,-1,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0,41,-3,0,0
2023-10-03,-3,0,-1,0,-8,0,0,0,0,0,0,89,-97,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-04,-28,0,0,0,-1,0,0,33,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-05,-67,0,0,100,-24,0,0,0,0,0,0,0,-93,100,0,0,0,0,0,0,0,0,0,0,0,36,0,1,0
2023-10-06,-87,-34,100,-43,0,0,0,0,0,59,0,0,-36,-100,100,-53,0,0,0,0,0,0,0,0,0,0,0,4,0
2023-10-09,-67,0,-100,-57,100,0,0,0,0,-59,0,0,0,0,100,-7,100,0,0,0,0,0,-1,0,0,39,0,1,0
2023-10-10,100,0,0,0,11,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0
