account_rewards,date
-7671.628806449706,2024-01-12
-4401.654566299403,2024-01-16
3949.5767993086483,2024-01-17
10599.434182352154,2024-01-18
4361.595816082088,2024-01-19
-826.5471391926985,2024-01-22
-3041.755252166651,2024-01-23
-1010.4586087495554,2024-01-24
-444.00693157943897,2024-01-25
6632.1184173699,2024-01-26
4647.516281164018,2024-01-29
-9545.523287904682,2024-01-30
13110.59381652833,2024-01-31
4382.9300604171585,2024-02-01
-9384.469761667075,2024-02-02
3825.1755846270826,2024-02-05
5134.258541423827,2024-02-06
273.9194123458583,2024-02-07
-164.16389414598234,2024-02-08
2772.6206487235613,2024-02-09
-14027.129703741055,2024-02-12
7507.299064632505,2024-02-13
11381.805850812932,2024-02-14
-8483.287504100706,2024-02-15
-3372.624583228957,2024-02-16
3718.7683627565857,2024-02-20
14011.252232727129,2024-02-21
2335.709418907063,2024-02-22
-1364.6114457014482,2024-02-23
-1575.4544902192429,2024-02-26
2847.4860175629146,2024-02-27
428.3024826850742,2024-02-28
50.880593036767095,2024-02-29
-6367.784296192229,2024-03-01
-12225.661539314315,2024-03-04
2196.864031116478,2024-03-05
5890.983613281278,2024-03-06
-1576.545630687615,2024-03-07
-1565.5874818649609,2024-03-08
396.2858836269006,2024-03-11
2451.9400084307417,2024-03-12
-6140.95146447001,2024-03-13
-7292.658185691806,2024-03-14
494.82995934667997,2024-03-15
6082.654999286635,2024-03-18
10790.985667642672,2024-03-19
3228.1837085229345,2024-03-20
-11578.352655288763,2024-03-21
-2210.1019848098513,2024-03-22
-4509.12608848582,2024-03-25
16083.326070022536,2024-03-26
646.5479712525848,2024-03-27
-10100.882567945402,2024-03-28
-8536.531235424103,2024-04-01
-8100.820933033014,2024-04-02
-10201.979753601132,2024-04-03
6206.58782802592,2024-04-04
1320.6591731910594,2024-04-05
-119.70042329025455,2024-04-08
-12445.190904701129,2024-04-09
76.92083327099681,2024-04-10
-15418.310759739019,2024-04-11
