account_rewards,date
6089.42163041688,2023-01-11
-2214.354762773495,2023-01-12
-6743.414272380876,2023-01-13
-20628.16398156737,2023-01-17
-423.6318632507464,2023-01-18
10789.697171602282,2023-01-19
2883.101670879405,2023-01-20
3641.4126810263842,2023-01-23
-1216.502077514655,2023-01-24
8364.681999572786,2023-01-25
-8525.166174852406,2023-01-26
-14312.015344211482,2023-01-27
14994.926679611206,2023-01-30
-1806.4301795959473,2023-01-31
-8394.465257644653,2023-02-01
-7792.958053588867,2023-02-02
-177.182861328125,2023-02-03
9715.39366531372,2023-02-06
-2033.471227645874,2023-02-07
-5237.366819381714,2023-02-08
8697.588220596313,2023-02-09
9052.817556381226,2023-02-10
-3700.1501426696777,2023-02-13
-5851.007583618164,2023-02-14
-13624.491519927979,2023-02-15
12379.741836547852,2023-02-16
-15341.142280578613,2023-02-17
-4402.839715957642,2023-02-21
5285.2803955078125,2023-02-22
-13735.45380783081,2023-02-23
393.5243511199951,2023-02-24
-10398.65950012207,2023-02-27
273.7380847930908,2023-02-28
5104.862085342407,2023-03-01
6739.855884552002,2023-03-02
5224.5289096832275,2023-03-03
-12731.946954727173,2023-03-06
-3922.100009918213,2023-03-07
-10278.40916633606,2023-03-08
-2515.6785221099854,2023-03-09
9873.635257720947,2023-03-10
4877.421155929565,2023-03-13
1733.5022773742676,2023-03-14
10928.719808578491,2023-03-15
-7496.589916229248,2023-03-16
8605.916318893433,2023-03-17
3688.9988708496094,2023-03-20
-12030.200075149536,2023-03-21
1288.794834136963,2023-03-22
11728.766010284424,2023-03-23
1580.6320838928223,2023-03-24
-6316.21475982666,2023-03-27
4241.758720397949,2023-03-28
5099.14937210083,2023-03-29
7503.633457183838,2023-03-30
19196.996997833252,2023-03-31
1265.7664489746094,2023-04-03
18721.63935470581,2023-04-04
5984.594882965088,2023-04-05
-1475.1607341766357,2023-04-06
158.74502754211426,2023-04-10
-125.30666923522949,2023-04-11
