account_rewards,date
-336.4574092862895,2022-07-13
8617.792417144636,2022-07-14
-5311.643102645758,2022-07-15
17560.572521591093,2022-07-18
-1667.4198093414307,2022-07-19
5826.075105667114,2022-07-20
-5169.882205108646,2022-07-21
-895.4603576660156,2022-07-22
-542.2080078125,2022-07-25
13605.22769165039,2022-07-26
13838.174133300781,2022-07-27
479.61065673828125,2022-07-28
-1045.9888746337965,2022-07-29
-1733.824073410011,2022-08-01
5076.981019592029,2022-08-02
-1697.0271812438732,2022-08-03
-2008.956163787865,2022-08-04
2324.4824901580578,2022-08-05
-5976.779102325439,2022-08-08
13702.545221942826,2022-08-09
-2802.2480964660645,2022-08-10
18454.488006591797,2022-08-11
5936.760589599609,2022-08-12
3564.9489517211914,2022-08-15
-8213.86595916748,2022-08-16
-770.9652633666992,2022-08-17
-7038.953178405762,2022-08-18
-18211.646595001104,2022-08-19
-9103.601055145264,2022-08-22
5517.019348144531,2022-08-23
5991.761428833008,2022-08-24
-33151.76387786865,2022-08-25
-6459.0367431640625,2022-08-26
-10722.144060134888,2022-08-29
-9098.042440414429,2022-08-30
2631.1202297210693,2022-08-31
-11479.936531066895,2022-09-01
-4249.7082862854,2022-09-02
14997.352910995483,2022-09-06
7619.517852783203,2022-09-07
8416.180431365967,2022-09-08
10748.936038970947,2022-09-09
-37764.082916259766,2022-09-12
1941.87357711792,2022-09-13
-351.39824867248535,2022-09-14
-6806.4162673950195,2022-09-15
5338.116624832153,2022-09-16
-7347.157215118408,2022-09-19
-18263.181686401367,2022-09-20
56.72401809692383,2022-09-21
-14070.110452651978,2022-09-22
-8939.99016571045,2022-09-23
-6266.228256225586,2022-09-26
13236.308921813965,2022-09-27
-18444.047174453735,2022-09-28
-20511.887392044067,2022-09-29
21504.426418304443,2022-09-30
23508.822149276733,2022-10-03
2334.6735286712646,2022-10-04
-13125.231233596802,2022-10-05
-21335.944747924805,2022-10-06
-2995.353115081787,2022-10-07
